lang_column,Smarty,OCaml,Swift,Batchfile,Perl,Jasmin,GAP,Agda,Roff,DIGITAL Command Language,Nemerle,ActionScript,HCL,Cycript,OpenSCAD,FLUX,C,QMake,Eagle,Python,RenderScript,Haxe,Alloy,CoffeeScript,Myghty,PureScript,Shell,TeX,ApacheConf,ABAP,R,Smali,Gettext Catalog,Befunge,Inno Setup,IDL,UnrealScript,SuperCollider,Racket,Perl6,LLVM,Handlebars,Elixir,FreeMarker,C#,PLSQL,Cuda,Elm,PHP,Tcl,Groovy,Cucumber,OpenEdge ABL,Component Pascal,SAS,HTML,TypeScript,Rust,Rebol,Protocol Buffer,Nix,Verilog,Emacs Lisp,Max,Cirru,Common Lisp,SaltStack,CLIPS,C++,Mako,HLSL,Idris,Self,GLSL,Vue,PostScript,Xtend,Matlab,Julia,XML,NetLogo,Stan,VHDL,XSLT,Ragel in Ruby Host,SystemVerilog,Eiffel,Vim script,Nginx,Io,XQuery,M,Go,Fancy,COBOL,Lua,Bro,PLpgSQL,GCC Machine Description,Thrift,Fortran,Assembly,Clojure,Awk,ANTLR,Groff,Parrot,Genshi,Standard ML,Module Management System,LiveScript,MoonScript,Stata,KiCad,Objective-C,LSL,ColdFusion,F#,MAXScript,DTrace,XS,Arduino,AppleScript,NewLisp,Haskell,Gnuplot,CSS,Dart,Mercury,Terra,Erlang,Scilab,Nu,Ada,Clarion,Puppet,Lean,VimL,D,QML,Brainfuck,Processing,nesC,Brightscript,Vala,GDScript,Crystal,Prolog,Lex,Coq,Nim,Bison,Scala,Mask,XC,AGS Script,Kotlin,Visual Basic,Smalltalk,ASP,EmberScript,Java,Scheme,Makefile,NSIS,GDB,CMake,Mathematica,JavaScript,UrWeb,Graphviz (DOT),Clean,Forth,PicoLisp,SourcePawn,PigLatin,Rouge,Hy,PowerShell,Logos,Hack,SQLPL,Ruby,POV-Ray SDL,Pure Data,JSONiq,Slash,Objective-C++,Jupyter Notebook,Pascal,AutoHotkey,Liquid,AspectJ,Harbour,E,PureBasic,M4,Game Maker Language,Yacc
Tcl,1.0,6.0,3.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,6.0,0.0,1.0,11.0,0.0,4.0,0.0,4.0,0.0,0.0,13.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,2.0,7.0,0.0,0.0,4.0,7.0,30.0,5.0,4.0,0.0,0.0,0.0,8.0,5.0,5.0,0.0,5.0,4.0,4.0,1.0,0.0,4.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,8.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,2.0,6.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,4.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,6.0,4.0,11.0,1.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Groovy,1.0,5.0,3.0,16.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,11.0,0.0,4.0,0.0,4.0,0.0,0.0,26.0,4.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,5.0,5.0,0.0,0.0,4.0,5.0,5.0,84.0,6.0,0.0,0.0,0.0,20.0,4.0,5.0,0.0,6.0,4.0,4.0,3.0,0.0,4.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,9.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,2.0,9.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,9.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,16.0,4.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,40.0,4.0,7.0,4.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,11.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Cucumber,0.0,4.0,2.0,6.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,9.0,0.0,4.0,0.0,9.0,0.0,0.0,15.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,5.0,0.0,0.0,4.0,5.0,4.0,6.0,48.0,0.0,0.0,0.0,24.0,5.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,21.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,7.0,4.0,4.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,16.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OpenEdge ABL,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Component Pascal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAS,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
HTML,24.0,6.0,12.0,127.0,67.0,1.0,9.0,0.0,3.0,6.0,1.0,15.0,1.0,1.0,4.0,0.0,122.0,2.0,1.0,371.0,1.0,8.0,2.0,109.0,1.0,1.0,402.0,60.0,75.0,4.0,119.0,1.0,1.0,0.0,6.0,4.0,1.0,1.0,2.0,8.0,2.0,8.0,8.0,10.0,48.0,11.0,4.0,4.0,146.0,8.0,20.0,24.0,2.0,0.0,2.0,3310.0,46.0,8.0,4.0,22.0,5.0,5.0,17.0,0.0,4.0,11.0,2.0,1.0,115.0,9.0,1.0,0.0,1.0,10.0,8.0,11.0,0.0,12.0,8.0,2.0,0.0,0.0,4.0,30.0,4.0,1.0,4.0,1.0,9.0,6.0,6.0,3.0,37.0,1.0,4.0,18.0,1.0,8.0,5.0,3.0,5.0,38.0,15.0,6.0,3.0,39.0,0.0,1.0,2.0,3.0,9.0,1.0,1.0,1.0,64.0,4.0,4.0,3.0,1.0,4.0,1.0,5.0,2.0,2.0,16.0,7.0,1167.0,8.0,0.0,2.0,12.0,1.0,0.0,5.0,3.0,4.0,3.0,8.0,5.0,1.0,2.0,5.0,1.0,1.0,4.0,1.0,0.0,8.0,5.0,1.0,1.0,1.0,28.0,4.0,0.0,1.0,3.0,17.0,6.0,19.0,1.0,168.0,10.0,208.0,10.0,2.0,20.0,5.0,1187.0,1.0,0.0,1.0,7.0,1.0,5.0,2.0,0.0,2.0,26.0,3.0,1.0,3.0,245.0,2.0,1.0,4.0,2.0,17.0,41.0,12.0,4.0,5.0,0.0,1.0,1.0,0.0,12.0,2.0,8.0
TypeScript,1.0,4.0,2.0,16.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,4.0,0.0,7.0,3.0,0.0,13.0,0.0,5.0,0.0,11.0,0.0,0.0,23.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,11.0,0.0,0.0,4.0,5.0,5.0,4.0,5.0,1.0,0.0,0.0,46.0,120.0,5.0,0.0,8.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,4.0,5.0,0.0,9.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,35.0,6.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,9.0,4.0,11.0,3.0,0.0,2.0,0.0,51.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,1.0,0.0,4.0,0.0,4.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Rust,0.0,5.0,4.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,9.0,0.0,5.0,0.0,5.0,0.0,0.0,13.0,4.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,7.0,1.0,0.0,4.0,6.0,5.0,5.0,4.0,0.0,0.0,0.0,8.0,5.0,62.0,0.0,6.0,4.0,4.0,1.0,0.0,4.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,7.0,0.0,4.0,6.0,0.0,1.0,0.0,0.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,6.0,6.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,8.0,5.0,7.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,0.0,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rebol,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,26.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
Protocol Buffer,1.0,4.0,5.0,14.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,4.0,0.0,15.0,0.0,0.0,27.0,0.0,4.0,0.0,6.0,0.0,0.0,34.0,4.0,0.0,4.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,7.0,1.0,6.0,4.0,6.0,5.0,6.0,4.0,0.0,0.0,1.0,22.0,8.0,6.0,0.0,82.0,4.0,4.0,2.0,0.0,4.0,6.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,13.0,0.0,4.0,5.0,0.0,0.0,0.0,1.0,1.0,8.0,4.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,14.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,19.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,22.0,6.0,23.0,4.0,0.0,7.0,0.0,20.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,12.0,0.0,0.0,4.0,0.0,3.0,1.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
Nix,0.0,4.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,6.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,4.0,0.0,0.0,4.0,5.0,4.0,4.0,4.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,4.0,12.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,5.0,4.0,5.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Verilog,0.0,4.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,7.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,4.0,4.0,14.0,0.0,0.0,4.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,5.0,4.0,6.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emacs Lisp,1.0,3.0,2.0,11.0,12.0,0.0,2.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,27.0,0.0,1.0,0.0,1.0,1.0,0.0,30.0,11.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,6.0,1.0,3.0,0.0,0.0,1.0,2.0,17.0,0.0,1.0,3.0,2.0,0.0,0.0,108.0,0.0,0.0,3.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,8.0,2.0,1.0,2.0,8.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,6.0,3.0,18.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,5.0,15.0,2.0,1.0,3.0,2.0,16.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,4.0
Max,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cirru,0.0,4.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,8.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
