lang_column,Cuda,Nim,M,Swift,Java,QMake,PowerShell,Verilog,Slash,D,OCaml,POV-Ray SDL,XQuery,Bro,C,Elm,SQLPL,Max,Batchfile,Graphviz (DOT),LLVM,AutoHotkey,Scala,ColdFusion,AGS Script,Roff,Self,Io,Puppet,CSS,FreeMarker,Assembly,IDL,Scheme,Eiffel,COBOL,XML,VimL,Perl,Coq,Objective-C,OpenEdge ABL,Smarty,SuperCollider,NewLisp,KiCad,GDScript,Prolog,Clojure,SAS,Arduino,Lex,MoonScript,Myghty,Vim script,PostScript,Haskell,Gnuplot,C#,CoffeeScript,Pascal,HLSL,PHP,Alloy,Idris,CMake,Terra,GAP,PLSQL,Brightscript,Cirru,C++,Genshi,Tcl,Mathematica,Clarion,GCC Machine Description,Rebol,SaltStack,Haxe,Stan,UnrealScript,Mercury,PicoLisp,Groff,Emacs Lisp,Yacc,Pure Data,Hack,Bison,Groovy,Brainfuck,AppleScript,Logos,Befunge,Processing,Fortran,ANTLR,ActionScript,PLpgSQL,FLUX,Jasmin,Matlab,HTML,ASP,PigLatin,Protocol Buffer,LSL,EmberScript,Clean,GLSL,Rust,E,Ada,OpenSCAD,MAXScript,Visual Basic,ApacheConf,Awk,XS,Gettext Catalog,Hy,JavaScript,SystemVerilog,Dart,Lean,Smali,Nemerle,Mako,Racket,DIGITAL Command Language,AspectJ,Lua,Cucumber,Fancy,M4,Ragel in Ruby Host,R,TypeScript,Cycript,RenderScript,XSLT,Nginx,Julia,GDB,Scilab,Harbour,Stata,Eagle,NSIS,JSONiq,Python,Vue,Go,Kotlin,CLIPS,Xtend,Rouge,Crystal,PureBasic,ABAP,Handlebars,Module Management System,Parrot,Mask,Component Pascal,Agda,SourcePawn,Inno Setup,Erlang,NetLogo,UrWeb,Thrift,Common Lisp,Makefile,Forth,Nix,Jupyter Notebook,Smalltalk,Game Maker Language,VHDL,HCL,Liquid,Objective-C++,QML,Vala,Standard ML,Nu,TeX,nesC,PureScript,Elixir,LiveScript,F#,Shell,DTrace,XC,Perl6,Ruby
Self,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Io,0.0,0.0,0.0,2.0,5.0,0.0,4.0,4.0,1.0,4.0,5.0,0.0,4.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,6.0,4.0,0.0,0.0,0.0,12.0,0.0,6.0,2.0,5.0,0.0,5.0,4.0,4.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,4.0,4.0,5.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,5.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,4.0,4.0,0.0,0.0,5.0,4.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,0.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,4.0,6.0,4.0,4.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,1.0,6.0
Puppet,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,3.0
CSS,3.0,0.0,4.0,8.0,162.0,2.0,21.0,5.0,1.0,5.0,6.0,2.0,7.0,1.0,105.0,4.0,3.0,0.0,108.0,0.0,2.0,4.0,41.0,4.0,0.0,2.0,0.0,6.0,4.0,3246.0,11.0,33.0,4.0,9.0,4.0,4.0,2.0,8.0,70.0,0.0,51.0,2.0,23.0,0.0,2.0,1.0,0.0,9.0,16.0,2.0,4.0,4.0,0.0,1.0,2.0,10.0,15.0,5.0,39.0,143.0,10.0,1.0,209.0,2.0,1.0,13.0,1.0,9.0,10.0,1.0,4.0,99.0,1.0,7.0,4.0,3.0,4.0,3.0,1.0,6.0,0.0,1.0,1.0,0.0,36.0,18.0,7.0,0.0,2.0,0.0,16.0,2.0,2.0,3.0,0.0,4.0,3.0,1.0,14.0,6.0,0.0,0.0,14.0,1167.0,20.0,5.0,19.0,4.0,1.0,2.0,9.0,6.0,0.0,5.0,4.0,1.0,16.0,69.0,8.0,1.0,0.0,1.0,1314.0,1.0,8.0,3.0,1.0,1.0,9.0,1.0,4.0,1.0,18.0,21.0,1.0,8.0,4.0,105.0,35.0,1.0,0.0,39.0,7.0,8.0,3.0,1.0,1.0,1.0,0.0,9.0,4.0,350.0,3.0,34.0,3.0,1.0,1.0,1.0,1.0,0.0,4.0,9.0,3.0,0.0,4.0,1.0,0.0,6.0,4.0,11.0,0.0,1.0,6.0,11.0,194.0,6.0,5.0,36.0,6.0,1.0,4.0,1.0,5.0,13.0,1.0,5.0,2.0,0.0,61.0,1.0,1.0,6.0,10.0,2.0,400.0,3.0,0.0,7.0,272.0
FreeMarker,0.0,0.0,0.0,1.0,14.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,8.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,11.0,28.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,5.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,12.0,0.0,0.0,0.0,5.0
Assembly,0.0,0.0,1.0,4.0,27.0,2.0,10.0,6.0,0.0,5.0,5.0,2.0,5.0,0.0,75.0,4.0,0.0,0.0,25.0,0.0,2.0,5.0,7.0,4.0,1.0,1.0,0.0,5.0,0.0,33.0,2.0,192.0,1.0,10.0,4.0,4.0,0.0,4.0,37.0,0.0,45.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,8.0,2.0,0.0,5.0,0.0,0.0,0.0,3.0,7.0,3.0,16.0,5.0,12.0,0.0,15.0,0.0,0.0,9.0,2.0,2.0,3.0,0.0,4.0,71.0,0.0,6.0,1.0,1.0,0.0,4.0,0.0,5.0,0.0,3.0,0.0,1.0,21.0,8.0,8.0,1.0,0.0,2.0,9.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,6.0,0.0,0.0,1.0,6.0,38.0,3.0,0.0,8.0,4.0,0.0,0.0,5.0,4.0,1.0,5.0,4.0,0.0,9.0,3.0,10.0,1.0,0.0,0.0,29.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,6.0,0.0,7.0,5.0,0.0,10.0,1.0,7.0,6.0,0.0,1.0,6.0,0.0,4.0,2.0,3.0,0.0,0.0,1.0,7.0,4.0,53.0,0.0,13.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,3.0,0.0,4.0,0.0,0.0,5.0,1.0,6.0,0.0,0.0,0.0,7.0,58.0,4.0,4.0,0.0,3.0,1.0,4.0,0.0,4.0,8.0,0.0,4.0,1.0,0.0,14.0,1.0,0.0,5.0,4.0,1.0,62.0,4.0,0.0,6.0,20.0
IDL,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0
Scheme,0.0,0.0,1.0,3.0,5.0,0.0,4.0,4.0,0.0,5.0,5.0,0.0,4.0,0.0,9.0,4.0,0.0,0.0,7.0,0.0,2.0,4.0,6.0,4.0,0.0,0.0,0.0,5.0,0.0,9.0,2.0,10.0,0.0,42.0,4.0,4.0,0.0,3.0,10.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,4.0,6.0,0.0,6.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,4.0,12.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,5.0,5.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,6.0,4.0,0.0,0.0,4.0,5.0,1.0,5.0,4.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,8.0,0.0,4.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,5.0,4.0,0.0,2.0,1.0,6.0,4.0,0.0,0.0,2.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,16.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,6.0,12.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,4.0,1.0,0.0,8.0,0.0,0.0,5.0,4.0,0.0,16.0,1.0,0.0,1.0,8.0
Eiffel,0.0,0.0,0.0,2.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,4.0,0.0,4.0,8.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0
COBOL,0.0,0.0,0.0,2.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,4.0,0.0,4.0,4.0,10.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0
XML,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
VimL,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,114.0,10.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,7.0
Perl,2.0,0.0,5.0,5.0,53.0,1.0,8.0,6.0,0.0,6.0,8.0,1.0,6.0,0.0,78.0,4.0,0.0,0.0,40.0,0.0,2.0,4.0,20.0,6.0,2.0,1.0,1.0,5.0,1.0,70.0,5.0,37.0,0.0,10.0,4.0,4.0,0.0,10.0,366.0,1.0,40.0,1.0,2.0,1.0,0.0,1.0,1.0,7.0,8.0,2.0,1.0,7.0,1.0,1.0,1.0,2.0,12.0,3.0,17.0,8.0,9.0,1.0,41.0,0.0,1.0,16.0,2.0,4.0,3.0,0.0,4.0,76.0,1.0,7.0,4.0,0.0,0.0,3.0,1.0,6.0,0.0,3.0,1.0,1.0,28.0,12.0,9.0,1.0,0.0,2.0,12.0,1.0,2.0,3.0,0.0,2.0,5.0,2.0,6.0,0.0,1.0,0.0,11.0,67.0,4.0,2.0,16.0,4.0,1.0,0.0,5.0,5.0,1.0,5.0,4.0,0.0,11.0,4.0,10.0,2.0,0.0,1.0,79.0,0.0,4.0,3.0,0.0,0.0,1.0,3.0,4.0,0.0,12.0,5.0,0.0,7.0,2.0,23.0,6.0,0.0,1.0,15.0,1.0,5.0,3.0,3.0,0.0,0.0,2.0,8.0,4.0,102.0,0.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,4.0,0.0,0.0,5.0,1.0,9.0,0.0,0.0,2.0,7.0,71.0,5.0,5.0,2.0,1.0,1.0,4.0,0.0,4.0,5.0,0.0,4.0,1.0,0.0,25.0,0.0,0.0,6.0,4.0,3.0,130.0,2.0,0.0,14.0,50.0
Coq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Objective-C,0.0,0.0,3.0,51.0,63.0,2.0,13.0,6.0,0.0,6.0,6.0,1.0,5.0,0.0,168.0,4.0,0.0,0.0,41.0,0.0,2.0,5.0,8.0,4.0,0.0,2.0,0.0,4.0,0.0,51.0,2.0,45.0,1.0,8.0,4.0,4.0,0.0,3.0,40.0,0.0,754.0,2.0,0.0,1.0,1.0,0.0,1.0,6.0,6.0,2.0,1.0,4.0,0.0,0.0,0.0,4.0,7.0,2.0,28.0,5.0,8.0,1.0,18.0,0.0,0.0,22.0,2.0,4.0,3.0,0.0,4.0,159.0,0.0,7.0,4.0,1.0,0.0,2.0,0.0,5.0,0.0,3.0,1.0,1.0,29.0,7.0,7.0,1.0,0.0,2.0,9.0,2.0,2.0,2.0,0.0,2.0,3.0,0.0,5.0,0.0,1.0,0.0,12.0,64.0,5.0,0.0,14.0,4.0,1.0,2.0,9.0,6.0,1.0,5.0,4.0,0.0,11.0,2.0,9.0,2.0,0.0,0.0,72.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,14.0,5.0,0.0,12.0,0.0,10.0,10.0,0.0,0.0,7.0,0.0,4.0,1.0,3.0,0.0,0.0,1.0,7.0,4.0,81.0,0.0,13.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,3.0,0.0,4.0,0.0,0.0,4.0,7.0,5.0,0.0,0.0,0.0,8.0,76.0,6.0,4.0,2.0,3.0,1.0,4.0,0.0,4.0,34.0,1.0,4.0,0.0,0.0,13.0,0.0,0.0,5.0,4.0,0.0,136.0,5.0,1.0,7.0,108.0
OpenEdge ABL,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
